age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,services,single,high.school,unknown,yes,yes,telephone,jul,fri,11.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
55,management,married,university.degree,no,no,no,cellular,aug,mon,106.0,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,services,divorced,basic.4y,no,yes,no,telephone,jun,fri,60.0,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,fri,324.0,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,369.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,retired,married,basic.4y,unknown,yes,no,telephone,may,fri,557.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,142.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
35,admin,married,high.school,unknown,unknown,unknown,telephone,may,wed,35.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
47,admin,divorced,high.school,no,no,no,cellular,jul,mon,480.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,207.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,single,basic.9y,no,no,yes,telephone,jun,thu,869.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,admin,single,high.school,no,no,no,cellular,jul,tue,259.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,services,divorced,high.school,no,no,no,cellular,may,mon,222.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,149.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,82.0,2.0,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
45,services,divorced,high.school,unknown,no,no,telephone,may,mon,166.0,12.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin,married,university.degree,no,yes,yes,cellular,apr,thu,82.0,6.0,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
43,technician,single,basic.9y,no,yes,no,telephone,jun,fri,461.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,retired,married,basic.4y,unknown,yes,yes,telephone,jul,mon,27.0,17.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,98.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,single,high.school,unknown,yes,no,telephone,may,wed,617.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,77.0,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,61.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,services,single,high.school,unknown,no,no,telephone,may,thu,206.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
30,admin,married,university.degree,no,yes,no,cellular,may,fri,129.0,2.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
39,admin,married,university.degree,no,no,no,telephone,jun,tue,979.0,9.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,technician,single,university.degree,no,yes,no,telephone,jul,thu,119.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,admin,divorced,high.school,unknown,no,yes,cellular,jul,mon,630.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
38,technician,married,high.school,no,unknown,unknown,cellular,aug,tue,234.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
49,technician,married,professional.course,no,yes,no,cellular,jul,fri,354.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,admin,married,high.school,no,unknown,unknown,cellular,jul,tue,502.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,technician,married,high.school,no,yes,no,cellular,may,tue,451.0,4.0,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
37,blue-collar,married,basic.6y,no,unknown,unknown,cellular,oct,fri,93.0,1.0,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
51,services,married,basic.9y,no,yes,no,telephone,jun,fri,250.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,241.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
59,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,142.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,admin,divorced,university.degree,no,yes,no,telephone,may,tue,304.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,296.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,management,single,university.degree,no,no,no,telephone,jun,thu,651.0,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
31,admin,married,university.degree,no,yes,no,telephone,may,thu,102.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
26,services,single,high.school,no,yes,no,telephone,may,tue,188.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,221.0,8.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,57.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
41,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,263.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,73.0,7.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,204.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,83.0,3.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
42,admin,married,high.school,no,yes,no,cellular,may,tue,111.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
38,technician,married,professional.course,unknown,no,no,telephone,may,mon,407.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin,single,university.degree,no,no,no,telephone,may,mon,12.0,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,134.0,8.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
52,retired,married,basic.4y,unknown,unknown,unknown,cellular,jul,thu,143.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,technician,married,university.degree,no,no,no,telephone,jun,tue,126.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,self-employed,single,university.degree,no,no,no,telephone,may,thu,238.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120.0,1.0,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no
22,services,single,basic.4y,no,no,no,telephone,may,wed,91.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
30,admin,single,university.degree,no,no,no,cellular,nov,fri,331.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
78,retired,married,high.school,no,yes,no,cellular,may,mon,754.0,2.0,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no
30,admin,divorced,university.degree,no,yes,no,cellular,nov,wed,589.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,89.0,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,123.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
26,student,single,unknown,no,yes,no,cellular,nov,wed,92.0,2.0,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
34,services,married,high.school,no,no,no,telephone,jun,fri,9.0,14.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
49,management,married,university.degree,no,yes,no,cellular,aug,thu,87.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,150.0,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,98.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,retired,married,university.degree,no,yes,no,cellular,aug,wed,187.0,1.0,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,no
33,admin,divorced,university.degree,no,yes,no,cellular,nov,mon,76.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,admin,married,university.degree,no,no,no,telephone,may,wed,41.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,admin,single,high.school,no,no,no,cellular,jul,thu,609.0,2.0,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes
39,admin,single,university.degree,no,yes,no,cellular,nov,wed,514.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
39,services,married,high.school,no,no,no,telephone,may,tue,919.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
20,student,single,high.school,no,no,no,cellular,nov,wed,187.0,2.0,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
55,blue-collar,married,professional.course,unknown,yes,no,telephone,may,fri,530.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,student,single,professional.course,no,no,no,telephone,nov,thu,72.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,no
33,admin,married,high.school,no,no,no,cellular,jul,fri,595.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
24,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,226.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,management,married,university.degree,no,no,no,cellular,aug,mon,168.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,142.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,unknown,married,basic.9y,no,no,no,telephone,may,thu,108.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
55,retired,divorced,basic.4y,unknown,no,no,cellular,may,wed,526.0,4.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
42,self-employed,married,high.school,no,no,no,telephone,may,tue,83.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,59.0,4.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
39,management,married,university.degree,no,yes,no,cellular,may,fri,53.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
40,services,single,high.school,no,no,no,cellular,may,wed,197.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
51,services,single,high.school,unknown,no,no,telephone,jun,mon,329.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
59,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,technician,married,high.school,no,no,no,cellular,apr,mon,58.0,3.0,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
42,management,married,university.degree,unknown,yes,no,cellular,aug,thu,109.0,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,679.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
26,admin,single,basic.4y,no,yes,yes,telephone,jun,tue,68.0,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27,management,married,university.degree,no,no,no,cellular,apr,mon,54.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
30,technician,single,high.school,no,yes,no,cellular,aug,thu,230.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,self-employed,married,high.school,unknown,yes,no,cellular,nov,thu,77.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
53,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,126.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,331.0,1.0,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6,yes
29,management,single,university.degree,no,yes,no,cellular,aug,tue,139.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,services,married,professional.course,no,unknown,unknown,cellular,aug,fri,133.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,services,single,basic.9y,no,no,no,cellular,jul,fri,102.0,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,married,high.school,unknown,yes,no,cellular,mar,tue,494.0,1.0,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,no
38,admin,married,university.degree,no,yes,no,cellular,aug,tue,19.0,11.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
32,admin,married,high.school,no,yes,yes,telephone,apr,mon,24.0,1.0,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
34,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,35.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
36,blue-collar,married,high.school,no,yes,no,cellular,dec,thu,234.0,1.0,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,no
51,management,married,university.degree,no,no,no,telephone,jun,wed,16.0,17.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,23.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
50,technician,married,university.degree,no,yes,yes,cellular,sep,wed,1353.0,2.0,999,0,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,no
54,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,65.0,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
53,management,married,university.degree,no,no,no,cellular,aug,thu,88.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
52,blue-collar,married,high.school,no,no,no,cellular,may,tue,57.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
71,retired,married,high.school,no,no,no,cellular,sep,mon,363.0,1.0,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
52,retired,married,university.degree,no,yes,yes,telephone,nov,mon,215.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
53,technician,married,professional.course,no,no,no,telephone,may,tue,332.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin,single,university.degree,no,yes,no,cellular,nov,thu,287.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,admin,married,high.school,no,yes,no,telephone,may,thu,67.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,technician,single,professional.course,no,no,no,cellular,aug,mon,122.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,admin,single,university.degree,no,no,no,telephone,may,mon,1234.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
46,technician,married,university.degree,no,no,no,cellular,jul,thu,124.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,456.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,admin,married,university.degree,no,no,no,cellular,may,wed,329.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,services,married,high.school,unknown,yes,no,telephone,may,mon,58.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
40,self-employed,single,university.degree,no,no,yes,cellular,jun,wed,54.0,4.0,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
42,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,256.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40,technician,single,high.school,no,no,no,cellular,aug,fri,85.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
27,unemployed,married,high.school,no,yes,no,telephone,jun,fri,23.0,13.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,79.0,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,admin,divorced,university.degree,no,yes,yes,cellular,nov,wed,184.0,2.0,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
47,admin,married,university.degree,no,yes,yes,cellular,jul,wed,129.0,3.0,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no
56,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,687.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,314.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,services,married,unknown,no,no,no,telephone,may,tue,192.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
58,services,married,high.school,no,no,no,cellular,aug,fri,155.0,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin,married,university.degree,no,yes,no,cellular,aug,thu,123.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,thu,122.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
41,services,married,high.school,unknown,yes,no,cellular,nov,thu,255.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
32,admin,married,university.degree,no,yes,no,cellular,aug,wed,428.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,services,married,high.school,no,no,no,telephone,may,tue,181.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,management,single,university.degree,no,yes,yes,telephone,may,mon,207.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,management,divorced,high.school,no,yes,no,cellular,nov,mon,488.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
41,services,divorced,basic.9y,no,yes,no,telephone,may,wed,189.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin,married,university.degree,no,yes,no,telephone,may,fri,355.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
28,services,married,high.school,no,unknown,unknown,cellular,jul,thu,81.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,admin,single,high.school,no,yes,no,cellular,nov,tue,106.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
44,blue-collar,married,basic.6y,no,yes,no,telephone,sep,thu,10.0,1.0,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no
25,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,94.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,118.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,unemployed,married,professional.course,no,yes,no,telephone,nov,tue,486.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,yes
26,student,single,high.school,no,no,no,cellular,jul,tue,235.0,1.0,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no
35,admin,single,university.degree,no,yes,no,cellular,jul,mon,167.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,206.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
57,management,divorced,university.degree,no,yes,no,telephone,may,wed,236.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,single,basic.6y,unknown,no,yes,cellular,may,wed,42.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
33,admin,single,high.school,no,yes,no,cellular,oct,mon,61.0,2.0,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,no
32,admin,married,high.school,no,no,no,cellular,nov,fri,219.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
47,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,114.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
34,blue-collar,single,basic.6y,no,no,no,cellular,may,mon,204.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
36,admin,single,high.school,no,yes,no,cellular,apr,fri,413.0,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28,technician,single,professional.course,no,yes,no,cellular,may,mon,77.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,270.0,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
27,services,single,basic.9y,no,yes,yes,cellular,jul,tue,88.0,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,admin,divorced,high.school,no,yes,yes,cellular,may,thu,892.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
39,entrepreneur,single,university.degree,no,yes,no,cellular,may,fri,452.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
27,admin,single,university.degree,no,no,no,cellular,mar,tue,238.0,4.0,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes
35,admin,single,university.degree,no,yes,no,cellular,may,tue,614.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
34,technician,married,professional.course,no,no,no,cellular,aug,mon,123.0,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
36,services,married,high.school,unknown,yes,yes,telephone,jun,wed,57.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
39,technician,married,high.school,no,no,no,cellular,nov,fri,749.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
35,management,divorced,high.school,no,yes,no,telephone,jun,fri,176.0,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
56,retired,married,basic.4y,no,no,no,cellular,nov,tue,130.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
31,admin,single,university.degree,no,yes,no,cellular,jul,wed,1327.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
31,services,single,high.school,no,yes,no,cellular,may,tue,28.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
